index,section,text,is_burden,part
566,REG Service disruptions,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
567,REG Service disruptions,Motor coaches.,0,TRANSPORTATION STANDARDS
568,REG Service disruptions,Streetcars.,0,TRANSPORTATION STANDARDS
569,REG Service disruptions,Subways.,0,TRANSPORTATION STANDARDS
570,REG Service disruptions,Light rail.,0,TRANSPORTATION STANDARDS
571,REG Service disruptions,Commuter rail.,0,TRANSPORTATION STANDARDS
572,REG Service disruptions,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
573,REG Service disruptions,"Conventional transportation service providers shall meet the requirements of this section by July 1, 20  Note: On July 1, 2016, subsection 50  of the Regulation is revoked.",1,TRANSPORTATION STANDARDS
574,REG Service disruptions,"(See: O. Reg. 165/16, s. 10)",0,TRANSPORTATION STANDARDS
575,REG Pre-boarding announcements,"Every conventional transportation service provider shall ensure that there are, on request, pre-boarding verbal announcements of the route, direction, destination or next major stop.    ",1,TRANSPORTATION STANDARDS
576,REG Pre-boarding announcements,"Every conventional transportation service provider shall ensure that there are electronic pre-boarding announcements of the route, direction, destination or next major stop on its transportation vehicles and that that these announcements satisfy the requirements set out in section    ",1,TRANSPORTATION STANDARDS
577,REG Pre-boarding announcements,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
578,REG Pre-boarding announcements,Motor coaches.,0,TRANSPORTATION STANDARDS
579,REG Pre-boarding announcements,Streetcars.,0,TRANSPORTATION STANDARDS
580,REG Pre-boarding announcements,Subways.,0,TRANSPORTATION STANDARDS
581,REG Pre-boarding announcements,Light rail.,0,TRANSPORTATION STANDARDS
582,REG Pre-boarding announcements,Commuter rail.,0,TRANSPORTATION STANDARDS
583,REG Pre-boarding announcements,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
584,REG Pre-boarding announcements,"Conventional transportation service providers shall meet the requirements of subsection  by July 1, 2011 and the requirements of subsection  by January 1, 20",1,TRANSPORTATION STANDARDS
585,REG On-board announcements,Every conventional transportation service provider shall ensure that there are audible verbal announcements of all destination points or available route stops on its transportation vehicles while the vehicle is on route or while the vehicle is being operated.    ,1,TRANSPORTATION STANDARDS
586,REG On-board announcements,"Every conventional transportation service provider shall ensure that all destination points or available route stops, are announced through electronic means; and are legibly and visually displayed through electronic means.    ",1,TRANSPORTATION STANDARDS
587,REG On-board announcements,"For the purposes of clause  (b), visual displays of destination points or stop information shall satisfy the requirements set out in section    ",1,TRANSPORTATION STANDARDS
588,REG On-board announcements,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
589,REG On-board announcements,Motor coaches.,0,TRANSPORTATION STANDARDS
590,REG On-board announcements,Streetcars.,0,TRANSPORTATION STANDARDS
591,REG On-board announcements,Subways.,0,TRANSPORTATION STANDARDS
592,REG On-board announcements,Light rail.,0,TRANSPORTATION STANDARDS
593,REG On-board announcements,Commuter rail.,0,TRANSPORTATION STANDARDS
594,REG On-board announcements,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
595,REG On-board announcements,"Conventional transportation service providers shall meet the requirements of subsection  by July 1, 2011 and the requirements of subsections  and  by January 1, 20  Conventional Transportation Service Providers, Technical Requirements",1,TRANSPORTATION STANDARDS
596,"REG Requirements re grab bars, etc.","Every conventional transportation service provider shall ensure that all of its transportation vehicles to which this section applies that are manufactured on or after January 1, 2013 are equipped with grab bars, handholds, handrails or stanchions that are provided where appropriate at, locations where passengers are required to pay fares; each mobility aid securement position; each courtesy seating area intended for use by persons with disabilities; and Note: On July 1, 2016, clause 53  of the Regulation is amended by striking out “each courtesy seating area” at the beginning and substituting “each priority seating area",1,TRANSPORTATION STANDARDS
597,"REG Requirements re grab bars, etc.",”.,0,TRANSPORTATION STANDARDS
598,"REG Requirements re grab bars, etc.","(See: O. Reg. 165/16, s. 11) each side of any entrance or exit used by persons with disabilities.    ",0,TRANSPORTATION STANDARDS
599,"REG Requirements re grab bars, etc.","With respect to all transportation vehicles to which this section applies, every conventional transportation service provider shall ensure that grab bars, handholds, handrails or stanchions located at an entrance or exit used by a person with a disability are accessible from ground level and are mounted so that they are inside the vehicle when the doors are closed.    ",1,TRANSPORTATION STANDARDS
600,"REG Requirements re grab bars, etc.","Every conventional transportation service provider shall ensure that all vehicles to which this section applies meet the following standards: The location of grab bars, handholds, handrails or stanchions must be distributed, as appropriate to the vehicle’s design, throughout the vehicle to support independent and safe boarding, on-board circulation, seating and standing assistance and deboarding for persons with disabilities.",1,TRANSPORTATION STANDARDS
601,"REG Requirements re grab bars, etc.","Grab bars, handholds, handrails or stanchions must not interfere with the turning and maneuvring space required for mobility aids to reach the allocated space from the entrance.",1,TRANSPORTATION STANDARDS
602,"REG Requirements re grab bars, etc.","Grab bars, handholds, handrails or stanchions must be high colour-contrasted with their background to assist with visual recognition.",1,TRANSPORTATION STANDARDS
603,"REG Requirements re grab bars, etc.","Every grab bar, handhold, handrail or stanchion must,  be sturdy, rounded and free of any sharp or abrasive element,  have an exterior diameter that permits easy grasping by the full range of passengers and sufficient clearance from the surface to which it is attached,  be designed to prevent catching or snagging of clothes or personal items, and  have a slip resistant surface.",1,TRANSPORTATION STANDARDS
604,"REG Requirements re grab bars, etc.","Where grab bars, handholds, handrails or stanchions return to a wall or floor, they must do so in a smooth curve.",1,TRANSPORTATION STANDARDS
605,"REG Requirements re grab bars, etc.","Brackets, clamps, screw heads or other fasteners used on grab bars, handholds, handrails or stanchions must be rounded or flush with the surface and free from burrs or rough edges.    ",1,TRANSPORTATION STANDARDS
606,"REG Requirements re grab bars, etc.",This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
607,"REG Requirements re grab bars, etc.",Motor coaches.,0,TRANSPORTATION STANDARDS
608,"REG Requirements re grab bars, etc.",Streetcars.,0,TRANSPORTATION STANDARDS
609,"REG Requirements re grab bars, etc.",Subways.,0,TRANSPORTATION STANDARDS
610,"REG Requirements re grab bars, etc.",Light rail.,0,TRANSPORTATION STANDARDS
611,"REG Requirements re grab bars, etc.",Commuter rail.,0,TRANSPORTATION STANDARDS
612,"REG Requirements re grab bars, etc.",Inter-city rail.    ,0,TRANSPORTATION STANDARDS
613,"REG Requirements re grab bars, etc.","Despite subsection , this section does not apply to vehicles regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
614,"REG Requirements re grab bars, etc.","Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of a type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.    ",1,TRANSPORTATION STANDARDS
615,"REG Requirements re grab bars, etc.","Subsection  does not apply if the installation of the grab bars, handholds, handrails or stanchions would impair the structural integrity of the vehicle.",0,TRANSPORTATION STANDARDS
616,REG Floors and carpeted surfaces,"Every conventional transportation service provider shall ensure that all of its transportation vehicles manufactured on or after January 1, 2013 to which this section applies, have floors that produce a minimal glare and are slip resistant; and any carpeted surfaces have a low, firm and level pile or loop and are securely fastened.    ",1,TRANSPORTATION STANDARDS
617,REG Floors and carpeted surfaces,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
618,REG Floors and carpeted surfaces,Motor coaches.,0,TRANSPORTATION STANDARDS
619,REG Floors and carpeted surfaces,Streetcars.,0,TRANSPORTATION STANDARDS
620,REG Floors and carpeted surfaces,Subways.,0,TRANSPORTATION STANDARDS
621,REG Floors and carpeted surfaces,Light rail.,0,TRANSPORTATION STANDARDS
622,REG Floors and carpeted surfaces,Commuter rail.,0,TRANSPORTATION STANDARDS
623,REG Floors and carpeted surfaces,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
624,REG Floors and carpeted surfaces,"Despite subsection , this section does not apply to vehicles regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
625,REG Floors and carpeted surfaces,"Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of a type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.",1,TRANSPORTATION STANDARDS
626,REG Allocated mobility aid spaces,"Every conventional transportation service provider shall ensure that all of its transportation vehicles manufactured on or after January 1, 2013 to which this section applies, have two or more allocated mobility aid spaces, with each space being a minimum of, 1,220 millimetres by 685 millimetres for vehicles designed to have a seating capacity of 24 passengers or less, and (ii) 1,220 millimetres by 760 millimetres for vehicles designed to have a seating capacity of more than 24 passengers; and are equipped, as appropriate, with securement devices.    ",1,TRANSPORTATION STANDARDS
627,REG Allocated mobility aid spaces,"Spaces on transportation vehicles that are allocated as mobility aid spaces may be used for other passenger purposes, if not required for use by a person with a disability who uses a mobility aid.    ",0,TRANSPORTATION STANDARDS
628,REG Allocated mobility aid spaces,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
629,REG Allocated mobility aid spaces,Motor coaches.,0,TRANSPORTATION STANDARDS
630,REG Allocated mobility aid spaces,Streetcars.,0,TRANSPORTATION STANDARDS
631,REG Allocated mobility aid spaces,Subways.,0,TRANSPORTATION STANDARDS
632,REG Allocated mobility aid spaces,Light rail.,0,TRANSPORTATION STANDARDS
633,REG Allocated mobility aid spaces,Commuter rail.,0,TRANSPORTATION STANDARDS
634,REG Allocated mobility aid spaces,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
635,REG Allocated mobility aid spaces,"Despite subsection , subsection  does not apply to vehicles that have two or more allocated mobility aid spaces and that are regulated under Regulation 629 of the Revised Regulations of Ontario, 1990",0,TRANSPORTATION STANDARDS
636,REG Allocated mobility aid spaces,(Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ,0,TRANSPORTATION STANDARDS
637,REG Allocated mobility aid spaces,"Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of a type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.    ",1,TRANSPORTATION STANDARDS
638,REG Allocated mobility aid spaces,Subsection  does not apply if the installation of mobility aid spaces would impair the structural integrity of the vehicle.,0,TRANSPORTATION STANDARDS
639,REG Stop-requests and emergency response controls,"Every conventional transportation service provider shall ensure that all of its transportation vehicles manufactured on or after January 1, 2013 to which this section applies are equipped with accessible stop-requests and emergency response controls that are located throughout the transportation vehicle, including places within reach of allocated mobility aid spaces and courtesy seating locations.   ",1,TRANSPORTATION STANDARDS
640,REG Stop-requests and emergency response controls,Note,0,TRANSPORTATION STANDARDS
641,REG Stop-requests and emergency response controls,": On July 1, 2016, subsection 56  of the Regulation is amended by striking out “courtesy seating locations” at the end and substituting “priority seating locations”.",0,TRANSPORTATION STANDARDS
642,REG Stop-requests and emergency response controls,"(See: O. Reg. 165/16, s. 12)  ",0,TRANSPORTATION STANDARDS
643,REG Stop-requests and emergency response controls,Accessible stop-requests and emergency response controls must meet the following standards: They must provide auditory and visual indications that the request has been made.,1,TRANSPORTATION STANDARDS
644,REG Stop-requests and emergency response controls,"They must be mounted no higher than 1,220 millimetres and no lower than 380 millimetres above the floor.",1,TRANSPORTATION STANDARDS
645,REG Stop-requests and emergency response controls,"They must be operable with one hand and must not require tight grasping, pinching or twisting of the wrist.",1,TRANSPORTATION STANDARDS
646,REG Stop-requests and emergency response controls,They must be high colour-contrasted with the equipment to which the control is mounted.,1,TRANSPORTATION STANDARDS
647,REG Stop-requests and emergency response controls,They must provide tactile information on emergency response controls.    ,1,TRANSPORTATION STANDARDS
648,REG Stop-requests and emergency response controls,"With respect to stop-requests, this section applies to the following: Transit buses.",0,TRANSPORTATION STANDARDS
649,REG Stop-requests and emergency response controls,Motor coaches.,0,TRANSPORTATION STANDARDS
650,REG Stop-requests and emergency response controls,Street cars.    ,0,TRANSPORTATION STANDARDS
651,REG Stop-requests and emergency response controls,"With respect to emergency response controls, this section applies to the following: Subways.",0,TRANSPORTATION STANDARDS
652,REG Stop-requests and emergency response controls,Light rail.,0,TRANSPORTATION STANDARDS
653,REG Stop-requests and emergency response controls,Commuter rail.,0,TRANSPORTATION STANDARDS
654,REG Stop-requests and emergency response controls,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
655,REG Stop-requests and emergency response controls,"Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of the type referenced in subsection  or  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.",1,TRANSPORTATION STANDARDS
656,REG Lighting features,"Every conventional transportation service provider shall ensure that all of its transportation vehicles manufactured on or after January 1, 2013 to which this section applies are equipped with lights above or beside each passenger access door that are constantly lit when the door is open and that illuminate the lifting device, ramp, portable bridge plate or step nosings, as the case may be.    ",1,TRANSPORTATION STANDARDS
657,REG Lighting features,"The light above or beside each passenger access door must, when the door is open, illuminate the ground surface for a distance of at least 0.9 metres perpendicular to the bottom step tread or lift outer edge; and be shielded to protect the eyes of entering and exiting passengers.    ",1,TRANSPORTATION STANDARDS
658,REG Lighting features,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
659,REG Lighting features,Motor coaches.,0,TRANSPORTATION STANDARDS
660,REG Lighting features,Streetcars.,0,TRANSPORTATION STANDARDS
661,REG Lighting features,Subways.,0,TRANSPORTATION STANDARDS
662,REG Lighting features,Light rail.,0,TRANSPORTATION STANDARDS
663,REG Lighting features,Commuter rail.,0,TRANSPORTATION STANDARDS
664,REG Lighting features,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
665,REG Lighting features,"Despite subsection , this section does not apply to vehicles regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
666,REG Lighting features,"Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of the type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.    ",1,TRANSPORTATION STANDARDS
667,REG Lighting features,Subsection  does not apply if the installation of the lights would impair the structural integrity of the vehicle.,0,TRANSPORTATION STANDARDS
668,REG Signage,"80.37 Obligated organizations shall ensure that parking spaces for the use of persons with disabilities as required under section 80.36 are distinctly indicated by erecting an accessible permit parking sign in accordance with section 11 of Regulation 581 of the Revised Regulations of Ontario, 1990 (Accessible Parking for Persons with Disabilities) made under the Highway Traffic Act.",1,TRANSPORTATION STANDARDS
669,"REG Lifting devices, etc.","Every conventional transportation service provider shall ensure that all of its transportation vehicles manufactured on or after January 1, 2013 to which this section applies are equipped with lifting devices, ramps or portable bridge plates and that each of them has, a colour strip that runs its full width marking the bottom edge and that is high colour-contrasted with its background to assist with visual recognition; a slip resistant platform surface; and raised edges of sufficient height to prevent a mobility aid from rolling off the edge of the ramp during the boarding or deboarding of passengers.    ",1,TRANSPORTATION STANDARDS
670,"REG Lifting devices, etc.",This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
671,"REG Lifting devices, etc.",Motor coaches.,0,TRANSPORTATION STANDARDS
672,"REG Lifting devices, etc.",Streetcars.,0,TRANSPORTATION STANDARDS
673,"REG Lifting devices, etc.",Subways.,0,TRANSPORTATION STANDARDS
674,"REG Lifting devices, etc.",Light rail.,0,TRANSPORTATION STANDARDS
675,"REG Lifting devices, etc.",Commuter rail.,0,TRANSPORTATION STANDARDS
676,"REG Lifting devices, etc.",Inter-city rail.    ,0,TRANSPORTATION STANDARDS
677,"REG Lifting devices, etc.","Despite subsection , this section does not apply to vehicles that are equipped with lifting devices, ramps or portable bridge plates and that are regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
678,"REG Lifting devices, etc.","Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of the type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.",1,TRANSPORTATION STANDARDS
679,REG Steps,"Every conventional transportation service provider shall ensure that where transportation vehicles are equipped with steps, the steps meet the following requirements: The top outer edge of each step is marked by a colour strip that is high colour-contrasted with its background, to assist with visual recognition, that runs the full width of the leading edge of the step, excluding any side edge mouldings, and can be viewed from both directions of travel.",1,TRANSPORTATION STANDARDS
680,REG Steps,The steps have surfaces that are slip resistant and that produce minimal glare.,1,TRANSPORTATION STANDARDS
681,REG Steps,"The steps have uniform, closed riser heights and tread depths, subject to the structural limitations of the vehicle.    ",1,TRANSPORTATION STANDARDS
682,REG Steps,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
683,REG Steps,Motor coaches.,0,TRANSPORTATION STANDARDS
684,REG Steps,Streetcars.,0,TRANSPORTATION STANDARDS
685,REG Steps,Subways.,0,TRANSPORTATION STANDARDS
686,REG Steps,Light rail.,0,TRANSPORTATION STANDARDS
687,REG Steps,Commuter rail.,0,TRANSPORTATION STANDARDS
688,REG Steps,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
689,REG Steps,"Despite subsection , this section does not apply to vehicles regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
690,REG Steps,"Conventional transportation service providers shall comply with the requirements of this section in respect of its vehicles to which this section applies that are manufactured on or after January 1, 20   Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of the type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.",1,TRANSPORTATION STANDARDS
691,REG Indicators and alarms,"Every conventional transportation service provider shall ensure that where its transportation vehicles have a ramp, lifting device or a kneeling function, each of them is equipped with a visual warning lamp indicator mounted on the exterior near the mobility aid accessible door and with an audible warning alarm.    ",1,TRANSPORTATION STANDARDS
692,REG Indicators and alarms,"The visual warning lamp indicator and the audible warning alarm must function when the kneeling function, ramp or lifting device is in motion.    ",1,TRANSPORTATION STANDARDS
693,REG Indicators and alarms,"If a ramp or lifting device is being manually operated, no warning lamp indicator or warning alarm is required.    ",1,TRANSPORTATION STANDARDS
694,REG Indicators and alarms,This section applies in respect of the following: Transit buses.,0,TRANSPORTATION STANDARDS
695,REG Indicators and alarms,Motor coaches.,0,TRANSPORTATION STANDARDS
696,REG Indicators and alarms,Streetcars.,0,TRANSPORTATION STANDARDS
697,REG Indicators and alarms,Subways.,0,TRANSPORTATION STANDARDS
698,REG Indicators and alarms,Light rail.,0,TRANSPORTATION STANDARDS
699,REG Indicators and alarms,Commuter rail.,0,TRANSPORTATION STANDARDS
700,REG Indicators and alarms,Inter-city rail.    ,0,TRANSPORTATION STANDARDS
701,REG Indicators and alarms,"Despite subsection , this section does not apply to vehicles regulated under Regulation 629 of the Revised Regulations of Ontario, 1990 (Vehicles for the Transportation of Physically Disabled Passengers) made under the Highway Traffic Act.    ",0,TRANSPORTATION STANDARDS
702,REG Indicators and alarms,"Conventional transportation service providers shall comply with the requirements of this section in respect of its vehicles to which the section applies that are manufactured on or after January 1, 20   Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used vehicles of the type referenced in subsection  on or after July 1, 2011, the transportation service provider shall ensure the vehicles meet the requirements of this section.    ",1,TRANSPORTATION STANDARDS
703,REG Indicators and alarms,Subsection  does not apply if the installation of the warning lamp indicator or warning alarm would impair the structural integrity of the vehicle.,0,TRANSPORTATION STANDARDS
704,"REG Accessibility, rail cars","Every conventional transportation service provider whose transportation services include light rail, commuter rail or inter-city rail shall ensure that at least one rail car per train is accessible to persons with disabilities who use mobility aids.    ",1,TRANSPORTATION STANDARDS
705,"REG Accessibility, rail cars","Every conventional transportation service provider whose transportation services include light rail, commuter rail or inter-city rail shall ensure that where washrooms are provided on the rail cars there is at least one mobility aid accessible washroom on the mobility aid accessible rail car.    ",1,TRANSPORTATION STANDARDS
706,"REG Accessibility, rail cars","Conventional transportation service providers shall meet the requirements of subsection  by July 1,",1,TRANSPORTATION STANDARDS
707,"REG Accessibility, rail cars",20  Note:,0,TRANSPORTATION STANDARDS
708,"REG Accessibility, rail cars","On July 1, 2016, subsection 62  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
709,"REG Accessibility, rail cars","(See: O. Reg. 165/16, s. 13)  ",0,TRANSPORTATION STANDARDS
710,"REG Accessibility, rail cars","Conventional transportation service providers shall meet the requirements of subsection  by January 1, 2013 with respect to trains that are using rail cars manufactured on or after January 1, 20   Despite subsection , where a conventional transportation service provider enters into a contractual obligation to purchase new or used rail cars on or after July 1, 2011, it shall ensure that trains that are using such rail cars meet the requirements of subsection .    ",1,TRANSPORTATION STANDARDS
711,"REG Accessibility, rail cars",Subsection  does not apply if the installation of the mobility aid accessible washroom would impair the structural integrity of the mobility aid accessible rail car.   ,0,TRANSPORTATION STANDARDS
712,"REG Accessibility, rail cars",Specialized Transportation Service Providers,0,TRANSPORTATION STANDARDS
713,REG Categories of eligibility,"Every specialized transportation service provider shall have three categories of eligibility to qualify for specialized transportation services, unconditional eligibility; temporary eligibility; and conditional eligibility.    ",1,TRANSPORTATION STANDARDS
714,REG Categories of eligibility,"For purposes of eligibility for specialized transportation services, specialized transportation service providers shall categorize persons with disabilities as follows:",0,TRANSPORTATION STANDARDS
715,REG Categories of eligibility,A person with a disability that prevents them from using conventional transportation services shall be categorized as having unconditional eligibility.,0,TRANSPORTATION STANDARDS
716,REG Categories of eligibility,A person with a temporary disability that prevents them from using conventional transportation services shall be categorized as having temporary eligibility.,0,TRANSPORTATION STANDARDS
717,REG Categories of eligibility,A person with a disability where environmental or physical barriers limit their ability to consistently use conventional transportation services shall be categorized as having conditional eligibility.    ,0,TRANSPORTATION STANDARDS
718,REG Categories of eligibility,A specialized transportation service provider may deny requests for specialized transportation services to persons who are categorized as having temporary eligibility or conditional eligibility if the conventional transportation service is accessible to the person and the person has the ability to use it.    ,0,TRANSPORTATION STANDARDS
719,REG Categories of eligibility,"Specialized transportation service providers shall meet the requirements of this section by January 1, 20",1,TRANSPORTATION STANDARDS
720,REG Eligibility application process,"If a person has completed an application for eligibility for specialized transportation services and the person’s eligibility has not been determined within 14 calendar days after the completed application is received by the specialized transportation service provider, the person shall be considered to have temporary eligibility for specialized transportation services until a decision on his or her eligibility is made.    ",0,TRANSPORTATION STANDARDS
721,REG Eligibility application process,A specialized transportation service provider shall not charge a fee to persons with disabilities who apply or who are considered eligible for specialized transportation services.    ,0,TRANSPORTATION STANDARDS
722,REG Eligibility application process,A specialized transportation service provider may require a reassessment of the eligibility of temporarily eligible registrants at reasonable intervals.    ,0,TRANSPORTATION STANDARDS
723,REG Eligibility application process,"A specialized transportation service provider shall, upon the request of the person requesting specialized transportation services, make available to the requester all of his or her specialized transportation services eligibility application and decision information in accessible formats.    ",1,TRANSPORTATION STANDARDS
724,REG Eligibility application process,A specialized transportation service provider shall establish an independent appeal process to review decisions respecting eligibility.    ,1,TRANSPORTATION STANDARDS
725,REG Eligibility application process,"A specialized transportation service provider shall make a decision on an appeal with respect to eligibility within 30 calendar days after receiving the complete appeal application, but if a final decision is not made within the 30 days, the applicant shall be granted temporary eligibility until a final decision is made.    ",1,TRANSPORTATION STANDARDS
726,REG Eligibility application process,"Specialized transportation service providers shall meet the requirements of this section by January 1,",0,TRANSPORTATION STANDARDS
727,REG Eligibility application process,20  Note:,0,TRANSPORTATION STANDARDS
728,REG Eligibility application process,"On July 1, 2016, subsection 64  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
729,REG Eligibility application process,"(See: O. Reg. 165/16, s. 13)  ",0,TRANSPORTATION STANDARDS
730,REG Eligibility application process,"A specialized transportation service provider shall have policies respecting the collection, use and disclosure of personal information collected for purposes of determining eligibility under this section.    ",1,TRANSPORTATION STANDARDS
731,REG Eligibility application process,"In this section, “personal information” means personal information within the meaning of the Freedom of Information and Protection of Privacy Act.",0,TRANSPORTATION STANDARDS
732,REG Emergency or compassionate grounds,"Specialized transportation service providers shall develop procedures respecting the provision of temporary specialized transportation services earlier than in the 14 calendar days referred to in subsection 64 , where the services are required because of an emergency or on compassionate grounds; and where there are no other accessible transportation services to meet the person’s needs.    ",0,TRANSPORTATION STANDARDS
733,REG Emergency or compassionate grounds,A person shall apply for the services described in subsection  in the manner determined by the specialized transportation service provider.    ,0,TRANSPORTATION STANDARDS
734,REG Emergency or compassionate grounds,"Specialized transportation service providers shall meet the requirements of this section by January 1,",0,TRANSPORTATION STANDARDS
735,REG Emergency or compassionate grounds,20  Note:,0,TRANSPORTATION STANDARDS
736,REG Emergency or compassionate grounds,"On July 1, 2016, subsection 65  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
737,REG Emergency or compassionate grounds,"(See: O. Reg. 165/16, s. 13)",0,TRANSPORTATION STANDARDS
738,REG Fare parity,"Where conventional transportation services and specialized transportation services are provided by separate transportation service providers in the same jurisdiction, the specialized transportation service provider shall not charge more than the highest fare charged for conventional transportation services in the same jurisdiction.    ",0,TRANSPORTATION STANDARDS
739,REG Fare parity,"Specialized transportation service providers shall meet the requirements of subsection  by January 1, 20   Where a transportation service provider provides both conventional transportation services and specialized transportation services, the transportation service provider shall ensure that there is fare parity between conventional transportation services and specialized transportation services.    ",1,TRANSPORTATION STANDARDS
740,REG Fare parity,"Transportation service providers to which subsection  applies shall meet the requirements of that subsection by January 1,",0,TRANSPORTATION STANDARDS
741,REG Fare parity,"20  Note: On July 1, 2016, subsection 66  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
742,REG Fare parity,"(See: O. Reg. 165/16, s. 13)  Where a transportation service provider provides both conventional transportation services and specialized transportation services, the transportation service provider shall ensure that the same fare structure is applied to conventional transportation services and specialized transportation services.    ",1,TRANSPORTATION STANDARDS
743,REG Fare parity,"Where a transportation service provider provides both conventional transportation services and specialized transportation services, the transportation service provider shall ensure that the same fare payment options are available for all transportation services, but alternative options shall be made available to persons with disabilities who cannot because of their disability use a fare payment option.    ",1,TRANSPORTATION STANDARDS
744,REG Fare parity,"Conventional transportation service providers and specialized transportation service providers shall meet the requirements of subsections  and  by January 1,",1,TRANSPORTATION STANDARDS
745,REG Fare parity,"20  Note: On July 1, 2016, subsection 66  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
746,REG Fare parity,"(See: O. Reg. 165/16, s. 13)  ",0,TRANSPORTATION STANDARDS
747,REG Fare parity,"In this section, “fare structure” means the fare price determined by fare media, such as cash, tickets, passes and bulk quantity discounts and by fare category, such as adults, seniors and students, but does not include promotional fares that a transportation service provider may employ from time to time.",0,TRANSPORTATION STANDARDS
748,REG Visitors,"Every specialized transportation service provider shall, make specialized transportation services available to visitors; and consider as eligible, visitors who provide confirmation that they are eligible for specialized transportation services in the jurisdiction in which they reside, or (ii) visitors who meet the specialized transportation services eligibility requirements of the specialized transportation service provider.    ",1,TRANSPORTATION STANDARDS
749,REG Visitors,Every specialized transportation service provider shall develop criteria to determine who falls into the category of visitor for the purposes of this section.    ,1,TRANSPORTATION STANDARDS
750,REG Visitors,"Specialized transportation service providers shall meet the requirements of this section by January 1,",1,TRANSPORTATION STANDARDS
751,REG Visitors,20  Note:,0,TRANSPORTATION STANDARDS
752,REG Visitors,"On July 1, 2016, subsection 67  of the Regulation is revoked.",0,TRANSPORTATION STANDARDS
753,REG Visitors,"(See: O. Reg. 165/16, s. 13)  ",0,TRANSPORTATION STANDARDS
754,REG Visitors,"A specialized transportation service provider shall have policies respecting the collection, use and disclosure of personal information collected for purposes of determining eligibility under this section.    ",1,TRANSPORTATION STANDARDS
755,REG Visitors,"In this section, “personal information” means personal information within the meaning of the Freedom of Information and Protection of Privacy Act.",0,TRANSPORTATION STANDARDS
